Address1,Address2,Distance
"Largo Paolo Braccini 2, Grugliasco, TO","Via Santena, 7, Torino",7.34
"Largo Paolo Braccini 2, Grugliasco, TO","Via Santena, 9, Torino",7.35
"Largo Paolo Braccini 2, Grugliasco, TO","Via Zuretti, 29, Torino",7.45
"Largo Paolo Braccini 2, Grugliasco, TO","Via Juvarra, 19, Torino",6.26
"Largo Paolo Braccini 2, Grugliasco, TO","Largo Polonia, 94, Torino",7.46
"Largo Paolo Braccini 2, Grugliasco, TO","Via Cherasco, 23, Torino",7.13
"Largo Paolo Braccini 2, Grugliasco, TO","Via Ventimiglia, 3, Torino",7.32
"Largo Paolo Braccini 2, Grugliasco, TO","Via Ventimiglia, 145, Torino",7.79
"Largo Paolo Braccini 2, Grugliasco, TO","Via Giulia di Barolo, 3/a, Torino",8.14
"Largo Paolo Braccini 2, Grugliasco, TO","Via dell'Arsenale, 22, Torino",6.83
"Largo Paolo Braccini 2, Grugliasco, TO","Via Verdi, 10, Torino",7.72
"Largo Paolo Braccini 2, Grugliasco, TO","Via Carlo Alberto, 10, Torino",19.42
"Largo Paolo Braccini 2, Grugliasco, TO","Via Sant'Ottavio, 20, Torino",8.05
"Corso Galileo Ferraris, 29, Torino","Largo Paolo Braccini 2, Grugliasco, TO",5.82
"Largo Paolo Braccini 2, Grugliasco, TO","Via Verdi, 25, Torino",7.86
"Largo Paolo Braccini 2, Grugliasco, TO","Via Plana, 10, Torino",7.9
"Largo Paolo Braccini 2, Grugliasco, TO","Via XX Settembre, 83, Torino",7.31
"Largo Paolo Braccini 2, Grugliasco, TO","Regione Gonzole, 10, Orbassano",5.01
"Largo Paolo Braccini 2, Grugliasco, TO","Via Ventimiglia, 115, Torino",7.59
"Corso Unione Sovietica, 218 bis, Torino","Largo Paolo Braccini 2, Grugliasco, TO",5.7
"Largo Paolo Braccini 2, Grugliasco, TO","Via Filadelfia, 73, Torino",4.15
"Corso Massimo D'Azeglio, 15/b, Torino","Largo Paolo Braccini 2, Grugliasco, TO",7.33
"Largo Paolo Braccini 2, Grugliasco, TO","Via Pietro Giuria, 15, Torino",7.19
"Largo Paolo Braccini 2, Grugliasco, TO","Via Michelangelo, 25, Torino",0.74
"Largo Paolo Braccini 2, Grugliasco, TO","Via Sant'Ottavio, 54, Torino",8.32
"Corso Dogliotti 14, Torino","Corso Regina Margherita, 60, Torino",3.92
"Corso Dogliotti 14, Torino","Corso S.Maurizio 31/a, Torino",3.69
"Corso Dogliotti 14, Torino","Lungo Dora Siena, 100, Torino",4.11
"Corso Dogliotti 14, Torino","Largo Paolo Braccini, 2, Grugliasco",7.27
"Corso Dogliotti 14, Torino","Via Quarello, 15/A, Torino",5.32
"Corso Dogliotti 14, Torino","Via Po, 30, Torino",3.19
"Corso Dogliotti 14, Torino","Via XX Settembre, 15, Torino",2.77
"Corso Dogliotti 14, Torino","Piazza Castello, 9, Torino",3.38
"Corso Dogliotti 14, Torino","Via Nizza, 262, Torino",1.2
"Corso Dogliotti 14, Torino","Via San Giacomo, 2, Beinasco",6.46
"Corso Dogliotti 14, Torino","Via Sant'Ottavio, 18, Torino",3.31
"Corso Dogliotti 14, Torino","Corso Massimo D'Azeglio, 50, Torino",1.13
"Corso Dogliotti 14, Torino","Corso Massimo D'Azeglio, 52, Torino",1.05
"Corso Dogliotti 14, Torino","Corso Raffaello, 30, Torino",1.17
"Corso Dogliotti 14, Torino","Via Pietro Giuria, 7, Torino",1.27
"Corso Dogliotti 14, Torino","Via Pietro Giuria, 1, Torino",1.35
"Corso Dogliotti 14, Torino","Via Pessinetto, 12, Torino",5.65
"Corso Dogliotti 14, Torino","Via Michelangelo, 27, Torino",1.11
"Corso Dogliotti 14, Torino","Via Valperga Caluso, 35, Torino",1.41
"Corso Dogliotti 14, Torino","Viale Pier Andrea Mattioli, 25, Torino",1.82
"Corso Dogliotti 14, Torino","Via Pietro Giuria, 9, Torino",1.25
"Corso Dogliotti 14, Torino","Via Gabriele Chiabrera, 27, Torino",0.59
"Corso Dogliotti 14, Torino","Via Po, 18, Torino",3.27
"Corso Dogliotti 14, Torino","Corso Regina Margherita, 211, Torino",4.84
"Corso Dogliotti 14, Torino","Via Montebello, 28 bis, Torino",3.66
"Corso Dogliotti 14, Torino","Corso Massimo D'Azeglio, 42, Torino",1.44
"Corso Dogliotti 14, Torino","Via Antonio Rosmini, 4/a, Torino",0.97
"Corso Dogliotti 14, Torino","Via Nizza, 230, Torino",1.16
"Corso Dogliotti 14, Torino","Via Nizza, 52, Torino",1.08
"Corso Bramante, 88, Torino","Corso Dogliotti 14, Torino",0.17
"Corso Achille Mario Dogliotti, 14, Torino","Corso Dogliotti 14, Torino",0.0
"Corso Dogliotti 14, Torino","Corso Dogliotti, 38, Torino",0.16
"Corso Dogliotti 14, Torino","Via Cherasco, 11, Torino",0.31
"Corso Dogliotti 14, Torino","Via Cherasco, 15, Torino",0.35
"Corso Dogliotti 14, Torino","Via Genova, 3, Torino",0.3
"Corso Dogliotti 14, Torino","Via Santena, 5 bis, Torino",0.4
"Corso Dogliotti 14, Torino","Via Santena, 7, Torino",0.39
"Corso Dogliotti 14, Torino","Via Santena, 9, Torino",0.39
"Corso Dogliotti 14, Torino","Via Zuretti, 29, Torino",0.83
"Corso Dogliotti 14, Torino","Via Juvarra, 19, Torino",3.79
"Corso Dogliotti 14, Torino","Largo Polonia, 94, Torino",0.62
"Corso Dogliotti 14, Torino","Via Cherasco, 23, Torino",0.45
"Corso Dogliotti 14, Torino","Via Ventimiglia, 3, Torino",0.66
"Corso Dogliotti 14, Torino","Via Ventimiglia, 145, Torino",1.98
"Corso Dogliotti 14, Torino","Via Giulia di Barolo, 3/a, Torino",3.25
"Corso Dogliotti 14, Torino","Via dell'Arsenale, 22, Torino",2.92
"Corso Dogliotti 14, Torino","Via Verdi, 10, Torino",3.36
"Corso Dogliotti 14, Torino","Via Carlo Alberto, 10, Torino",12.21
"Corso Dogliotti 14, Torino","Via Sant'Ottavio, 20, Torino",3.36
"Corso Dogliotti 14, Torino","Corso Galileo Ferraris, 29, Torino",1.92
"Corso Dogliotti 14, Torino","Via Verdi, 25, Torino",3.37
"Corso Dogliotti 14, Torino","Via Plana, 10, Torino",2.9
"Corso Dogliotti 14, Torino","Via XX Settembre, 83, Torino",3.65
"Corso Dogliotti 14, Torino","Regione Gonzole, 10, Orbassano",9.46
"Corso Dogliotti 14, Torino","Via Ventimiglia, 115, Torino",1.65
"Corso Dogliotti 14, Torino","Corso Unione Sovietica, 218 bis, Torino",1.96
"Corso Dogliotti 14, Torino","Via Filadelfia, 73, Torino",3.3
"Corso Dogliotti 14, Torino","Corso Massimo D'Azeglio, 15/b, Torino",1.07
"Corso Dogliotti 14, Torino","Via Pietro Giuria, 15, Torino",1.06
"Corso Dogliotti 14, Torino","Via Michelangelo, 25, Torino",7.81
"Corso Dogliotti 14, Torino","Via Sant'Ottavio, 54, Torino",3.78
"Corso Regina Margherita, 60, Torino",Ospedale San Luigi Gonzaga,12.09
"Corso S.Maurizio 31/a, Torino",Ospedale San Luigi Gonzaga,11.74
"Lungo Dora Siena, 100, Torino",Ospedale San Luigi Gonzaga,12.27
"Largo Paolo Braccini, 2, Grugliasco",Ospedale San Luigi Gonzaga,5.09
Ospedale San Luigi Gonzaga,"Via Quarello, 15/A, Torino",4.88
Ospedale San Luigi Gonzaga,"Via Po, 30, Torino",11.43
Ospedale San Luigi Gonzaga,"Via XX Settembre, 15, Torino",10.45
Ospedale San Luigi Gonzaga,"Piazza Castello, 9, Torino",11.21
Ospedale San Luigi Gonzaga,"Via Nizza, 262, Torino",8.6
Ospedale San Luigi Gonzaga,"Via San Giacomo, 2, Beinasco",3.03
Ospedale San Luigi Gonzaga,"Via Sant'Ottavio, 18, Torino",11.63
"Corso Massimo D'Azeglio, 50, Torino",Ospedale San Luigi Gonzaga,10.05
"Corso Massimo D'Azeglio, 52, Torino",Ospedale San Luigi Gonzaga,9.99
"Corso Raffaello, 30, Torino",Ospedale San Luigi Gonzaga,10.05
Ospedale San Luigi Gonzaga,"Via Pietro Giuria, 7, Torino",10.08
Ospedale San Luigi Gonzaga,"Via Pietro Giuria, 1, Torino",10.16
Ospedale San Luigi Gonzaga,"Via Pessinetto, 12, Torino",10.54
Ospedale San Luigi Gonzaga,"Via Michelangelo, 27, Torino",10.03
Ospedale San Luigi Gonzaga,"Via Valperga Caluso, 35, Torino",10.17
Ospedale San Luigi Gonzaga,"Viale Pier Andrea Mattioli, 25, Torino",10.58
Ospedale San Luigi Gonzaga,"Via Pietro Giuria, 9, Torino",10.09
Ospedale San Luigi Gonzaga,"Via Gabriele Chiabrera, 27, Torino",9.85
Ospedale San Luigi Gonzaga,"Via Po, 18, Torino",11.37
"Corso Regina Margherita, 211, Torino",Ospedale San Luigi Gonzaga,10.34
Ospedale San Luigi Gonzaga,"Via Montebello, 28 bis, Torino",11.78
"Corso Massimo D'Azeglio, 42, Torino",Ospedale San Luigi Gonzaga,10.24
Ospedale San Luigi Gonzaga,"Via Antonio Rosmini, 4/a, Torino",9.38
Ospedale San Luigi Gonzaga,"Via Nizza, 230, Torino",8.59
Ospedale San Luigi Gonzaga,"Via Nizza, 52, Torino",9.52
"Corso Bramante, 88, Torino",Ospedale San Luigi Gonzaga,9.36
"Corso Achille Mario Dogliotti, 14, Torino",Ospedale San Luigi Gonzaga,9.47
"Corso Dogliotti, 38, Torino",Ospedale San Luigi Gonzaga,9.44
Ospedale San Luigi Gonzaga,"Via Cherasco, 11, Torino",9.19
Ospedale San Luigi Gonzaga,"Via Cherasco, 15, Torino",9.17
Ospedale San Luigi Gonzaga,"Via Genova, 3, Torino",9.2
Ospedale San Luigi Gonzaga,"Via Santena, 5 bis, Torino",9.28
Ospedale San Luigi Gonzaga,"Via Santena, 7, Torino",9.33
Ospedale San Luigi Gonzaga,"Via Santena, 9, Torino",9.34
Ospedale San Luigi Gonzaga,"Via Zuretti, 29, Torino",9.19
Ospedale San Luigi Gonzaga,"Via Juvarra, 19, Torino",10.3
"Largo Polonia, 94, Torino",Ospedale San Luigi Gonzaga,9.32
Ospedale San Luigi Gonzaga,"Via Cherasco, 23, Torino",9.12
Ospedale San Luigi Gonzaga,"Via Ventimiglia, 3, Torino",9.16
Ospedale San Luigi Gonzaga,"Via Ventimiglia, 145, Torino",8.85
Ospedale San Luigi Gonzaga,"Via Giulia di Barolo, 3/a, Torino",11.67
Ospedale San Luigi Gonzaga,"Via dell'Arsenale, 22, Torino",10.47
Ospedale San Luigi Gonzaga,"Via Verdi, 10, Torino",11.39
Ospedale San Luigi Gonzaga,"Via Carlo Alberto, 10, Torino",21.25
Ospedale San Luigi Gonzaga,"Via Sant'Ottavio, 20, Torino",11.65
"Corso Galileo Ferraris, 29, Torino",Ospedale San Luigi Gonzaga,8.94
Ospedale San Luigi Gonzaga,"Via Verdi, 25, Torino",11.5
Ospedale San Luigi Gonzaga,"Via Plana, 10, Torino",11.34
Ospedale San Luigi Gonzaga,"Via XX Settembre, 83, Torino",11.17
Ospedale San Luigi Gonzaga,"Regione Gonzole, 10, Orbassano",0.1
Ospedale San Luigi Gonzaga,"Via Ventimiglia, 115, Torino",8.85
"Corso Unione Sovietica, 218 bis, Torino",Ospedale San Luigi Gonzaga,7.52
Ospedale San Luigi Gonzaga,"Via Filadelfia, 73, Torino",6.41
"Corso Massimo D'Azeglio, 15/b, Torino",Ospedale San Luigi Gonzaga,10.07
Ospedale San Luigi Gonzaga,"Via Pietro Giuria, 15, Torino",9.95
Ospedale San Luigi Gonzaga,"Via Michelangelo, 25, Torino",4.52
Ospedale San Luigi Gonzaga,"Via Sant'Ottavio, 54, Torino",12.02
"Corso Regina Margherita, 60, Torino","Piazza Polonia 94, Torino",4.52
"Corso S.Maurizio 31/a, Torino","Piazza Polonia 94, Torino",4.3
"Lungo Dora Siena, 100, Torino","Piazza Polonia 94, Torino",4.71
"Largo Paolo Braccini, 2, Grugliasco","Piazza Polonia 94, Torino",7.48
"Piazza Polonia 94, Torino","Via Quarello, 15/A, Torino",4.98
"Piazza Polonia 94, Torino","Via Po, 30, Torino",3.8
"Piazza Polonia 94, Torino","Via XX Settembre, 15, Torino",3.4
"Piazza Castello, 9, Torino","Piazza Polonia 94, Torino",4.0
"Piazza Polonia 94, Torino","Via Nizza, 262, Torino",0.77
"Piazza Polonia 94, Torino","Via San Giacomo, 2, Beinasco",6.3
"Piazza Polonia 94, Torino","Via Sant'Ottavio, 18, Torino",3.91
"Corso Massimo D'Azeglio, 50, Torino","Piazza Polonia 94, Torino",1.75
"Corso Massimo D'Azeglio, 52, Torino","Piazza Polonia 94, Torino",1.67
"Corso Raffaello, 30, Torino","Piazza Polonia 94, Torino",1.79
"Piazza Polonia 94, Torino","Via Pietro Giuria, 7, Torino",1.9
"Piazza Polonia 94, Torino","Via Pietro Giuria, 1, Torino",1.97
"Piazza Polonia 94, Torino","Via Pessinetto, 12, Torino",6.25
"Piazza Polonia 94, Torino","Via Michelangelo, 27, Torino",1.73
"Piazza Polonia 94, Torino","Via Valperga Caluso, 35, Torino",2.02
"Piazza Polonia 94, Torino","Viale Pier Andrea Mattioli, 25, Torino",2.42
"Piazza Polonia 94, Torino","Via Pietro Giuria, 9, Torino",1.86
"Piazza Polonia 94, Torino","Via Gabriele Chiabrera, 27, Torino",1.19
"Piazza Polonia 94, Torino","Via Po, 18, Torino",3.89
"Corso Regina Margherita, 211, Torino","Piazza Polonia 94, Torino",5.44
"Piazza Polonia 94, Torino","Via Montebello, 28 bis, Torino",4.27
"Corso Massimo D'Azeglio, 42, Torino","Piazza Polonia 94, Torino",2.06
"Piazza Polonia 94, Torino","Via Antonio Rosmini, 4/a, Torino",1.57
"Piazza Polonia 94, Torino","Via Nizza, 230, Torino",0.76
"Piazza Polonia 94, Torino","Via Nizza, 52, Torino",1.7
"Corso Bramante, 88, Torino","Piazza Polonia 94, Torino",0.74
"Corso Achille Mario Dogliotti, 14, Torino","Piazza Polonia 94, Torino",0.63
"Corso Dogliotti, 38, Torino","Piazza Polonia 94, Torino",0.47
"Piazza Polonia 94, Torino","Via Cherasco, 11, Torino",0.5
"Piazza Polonia 94, Torino","Via Cherasco, 15, Torino",0.46
"Piazza Polonia 94, Torino","Via Genova, 3, Torino",0.73
"Piazza Polonia 94, Torino","Via Santena, 5 bis, Torino",0.26
"Piazza Polonia 94, Torino","Via Santena, 7, Torino",0.25
"Piazza Polonia 94, Torino","Via Santena, 9, Torino",0.25
"Piazza Polonia 94, Torino","Via Zuretti, 29, Torino",0.22
"Piazza Polonia 94, Torino","Via Juvarra, 19, Torino",4.4
"Largo Polonia, 94, Torino","Piazza Polonia 94, Torino",0.01
"Piazza Polonia 94, Torino","Via Cherasco, 23, Torino",0.38
"Piazza Polonia 94, Torino","Via Ventimiglia, 3, Torino",0.17
"Piazza Polonia 94, Torino","Via Ventimiglia, 145, Torino",1.37
"Piazza Polonia 94, Torino","Via Giulia di Barolo, 3/a, Torino",3.85
"Piazza Polonia 94, Torino","Via dell'Arsenale, 22, Torino",3.55
"Piazza Polonia 94, Torino","Via Verdi, 10, Torino",3.97
"Piazza Polonia 94, Torino","Via Carlo Alberto, 10, Torino",12.14
"Piazza Polonia 94, Torino","Via Sant'Ottavio, 20, Torino",3.96
"Corso Galileo Ferraris, 29, Torino","Piazza Polonia 94, Torino",2.45
"Piazza Polonia 94, Torino","Via Verdi, 25, Torino",3.98
"Piazza Polonia 94, Torino","Via Plana, 10, Torino",3.5
"Piazza Polonia 94, Torino","Via XX Settembre, 83, Torino",4.28
"Piazza Polonia 94, Torino","Regione Gonzole, 10, Orbassano",9.32
"Piazza Polonia 94, Torino","Via Ventimiglia, 115, Torino",1.04
"Corso Unione Sovietica, 218 bis, Torino","Piazza Polonia 94, Torino",1.89
"Piazza Polonia 94, Torino","Via Filadelfia, 73, Torino",3.39
"Corso Massimo D'Azeglio, 15/b, Torino","Piazza Polonia 94, Torino",1.68
"Piazza Polonia 94, Torino","Via Pietro Giuria, 15, Torino",1.69
"Piazza Polonia 94, Torino","Via Michelangelo, 25, Torino",7.98
"Piazza Polonia 94, Torino","Via Sant'Ottavio, 54, Torino",4.38
"Corso Regina Margherita, 60, Torino","Via Valperga Caluso, 35,Torino",2.53
"Corso S.Maurizio 31/a, Torino","Via Valperga Caluso, 35,Torino",2.29
"Lungo Dora Siena, 100, Torino","Via Valperga Caluso, 35,Torino",2.73
"Largo Paolo Braccini, 2, Grugliasco","Via Valperga Caluso, 35,Torino",7.26
"Via Quarello, 15/A, Torino","Via Valperga Caluso, 35,Torino",6.42
"Via Po, 30, Torino","Via Valperga Caluso, 35,Torino",1.79
"Via Valperga Caluso, 35,Torino","Via XX Settembre, 15, Torino",1.44
"Piazza Castello, 9, Torino","Via Valperga Caluso, 35,Torino",1.98
"Via Nizza, 262, Torino","Via Valperga Caluso, 35,Torino",2.56
"Via San Giacomo, 2, Beinasco","Via Valperga Caluso, 35,Torino",7.25
"Via Sant'Ottavio, 18, Torino","Via Valperga Caluso, 35,Torino",1.92
"Corso Massimo D'Azeglio, 50, Torino","Via Valperga Caluso, 35,Torino",0.27
"Corso Massimo D'Azeglio, 52, Torino","Via Valperga Caluso, 35,Torino",0.35
"Corso Raffaello, 30, Torino","Via Valperga Caluso, 35,Torino",0.23
"Via Pietro Giuria, 7, Torino","Via Valperga Caluso, 35,Torino",0.13
"Via Pietro Giuria, 1, Torino","Via Valperga Caluso, 35,Torino",0.06
"Via Pessinetto, 12, Torino","Via Valperga Caluso, 35,Torino",4.52
"Via Michelangelo, 27, Torino","Via Valperga Caluso, 35,Torino",0.29
"Via Valperga Caluso, 35, Torino","Via Valperga Caluso, 35,Torino",0.0
"Via Valperga Caluso, 35,Torino","Viale Pier Andrea Mattioli, 25, Torino",0.46
"Via Pietro Giuria, 9, Torino","Via Valperga Caluso, 35,Torino",0.16
"Via Gabriele Chiabrera, 27, Torino","Via Valperga Caluso, 35,Torino",0.84
"Via Po, 18, Torino","Via Valperga Caluso, 35,Torino",1.87
"Corso Regina Margherita, 211, Torino","Via Valperga Caluso, 35,Torino",3.7
"Via Montebello, 28 bis, Torino","Via Valperga Caluso, 35,Torino",2.26
"Corso Massimo D'Azeglio, 42, Torino","Via Valperga Caluso, 35,Torino",0.07
"Via Antonio Rosmini, 4/a, Torino","Via Valperga Caluso, 35,Torino",0.82
"Via Nizza, 230, Torino","Via Valperga Caluso, 35,Torino",2.5
"Via Nizza, 52, Torino","Via Valperga Caluso, 35,Torino",0.66
"Corso Bramante, 88, Torino","Via Valperga Caluso, 35,Torino",1.34
"Corso Achille Mario Dogliotti, 14, Torino","Via Valperga Caluso, 35,Torino",1.41
"Corso Dogliotti, 38, Torino","Via Valperga Caluso, 35,Torino",1.56
"Via Cherasco, 11, Torino","Via Valperga Caluso, 35,Torino",1.65
"Via Cherasco, 15, Torino","Via Valperga Caluso, 35,Torino",1.7
"Via Genova, 3, Torino","Via Valperga Caluso, 35,Torino",1.45
"Via Santena, 5 bis, Torino","Via Valperga Caluso, 35,Torino",1.8
"Via Santena, 7, Torino","Via Valperga Caluso, 35,Torino",1.79
"Via Santena, 9, Torino","Via Valperga Caluso, 35,Torino",1.79
"Via Valperga Caluso, 35,Torino","Via Zuretti, 29, Torino",2.23
"Via Juvarra, 19, Torino","Via Valperga Caluso, 35,Torino",2.58
"Largo Polonia, 94, Torino","Via Valperga Caluso, 35,Torino",2.02
"Via Cherasco, 23, Torino","Via Valperga Caluso, 35,Torino",1.83
"Via Valperga Caluso, 35,Torino","Via Ventimiglia, 3, Torino",2.06
"Via Valperga Caluso, 35,Torino","Via Ventimiglia, 145, Torino",3.39
"Via Giulia di Barolo, 3/a, Torino","Via Valperga Caluso, 35,Torino",1.88
"Via Valperga Caluso, 35,Torino","Via dell'Arsenale, 22, Torino",1.6
"Via Valperga Caluso, 35,Torino","Via Verdi, 10, Torino",1.95
"Via Carlo Alberto, 10, Torino","Via Valperga Caluso, 35,Torino",12.21
"Via Sant'Ottavio, 20, Torino","Via Valperga Caluso, 35,Torino",1.97
"Corso Galileo Ferraris, 29, Torino","Via Valperga Caluso, 35,Torino",1.44
"Via Valperga Caluso, 35,Torino","Via Verdi, 25, Torino",1.96
"Via Plana, 10, Torino","Via Valperga Caluso, 35,Torino",1.52
"Via Valperga Caluso, 35,Torino","Via XX Settembre, 83, Torino",2.27
"Regione Gonzole, 10, Orbassano","Via Valperga Caluso, 35,Torino",10.14
"Via Valperga Caluso, 35,Torino","Via Ventimiglia, 115, Torino",3.05
"Corso Unione Sovietica, 218 bis, Torino","Via Valperga Caluso, 35,Torino",2.87
"Via Filadelfia, 73, Torino","Via Valperga Caluso, 35,Torino",3.78
"Corso Massimo D'Azeglio, 15/b, Torino","Via Valperga Caluso, 35,Torino",0.35
"Via Pietro Giuria, 15, Torino","Via Valperga Caluso, 35,Torino",0.35
"Via Michelangelo, 25, Torino","Via Valperga Caluso, 35,Torino",7.89
"Via Sant'Ottavio, 54, Torino","Via Valperga Caluso, 35,Torino",2.4
"Corso Regina Margherita, 60, Torino",via Carlo Alberto 10 Torino,1.06
"Corso S.Maurizio 31/a, Torino",via Carlo Alberto 10 Torino,0.72
"Lungo Dora Siena, 100, Torino",via Carlo Alberto 10 Torino,1.25
"Largo Paolo Braccini, 2, Grugliasco",via Carlo Alberto 10 Torino,7.38
"Via Quarello, 15/A, Torino",via Carlo Alberto 10 Torino,7.79
"Via Po, 30, Torino",via Carlo Alberto 10 Torino,0.48
"Via XX Settembre, 15, Torino",via Carlo Alberto 10 Torino,0.58
"Piazza Castello, 9, Torino",via Carlo Alberto 10 Torino,0.24
"Via Nizza, 262, Torino",via Carlo Alberto 10 Torino,4.24
"Via San Giacomo, 2, Beinasco",via Carlo Alberto 10 Torino,8.27
"Via Sant'Ottavio, 18, Torino",via Carlo Alberto 10 Torino,0.68
"Corso Massimo D'Azeglio, 50, Torino",via Carlo Alberto 10 Torino,2.01
"Corso Massimo D'Azeglio, 52, Torino",via Carlo Alberto 10 Torino,2.09
"Corso Raffaello, 30, Torino",via Carlo Alberto 10 Torino,1.97
"Via Pietro Giuria, 7, Torino",via Carlo Alberto 10 Torino,1.87
"Via Pietro Giuria, 1, Torino",via Carlo Alberto 10 Torino,1.8
"Via Pessinetto, 12, Torino",via Carlo Alberto 10 Torino,3.21
"Via Michelangelo, 27, Torino",via Carlo Alberto 10 Torino,2.04
"Via Valperga Caluso, 35, Torino",via Carlo Alberto 10 Torino,1.74
"Viale Pier Andrea Mattioli, 25, Torino",via Carlo Alberto 10 Torino,1.41
"Via Pietro Giuria, 9, Torino",via Carlo Alberto 10 Torino,1.9
"Via Gabriele Chiabrera, 27, Torino",via Carlo Alberto 10 Torino,2.58
"Via Po, 18, Torino",via Carlo Alberto 10 Torino,0.36
"Corso Regina Margherita, 211, Torino",via Carlo Alberto 10 Torino,2.43
"Via Montebello, 28 bis, Torino",via Carlo Alberto 10 Torino,0.75
"Corso Massimo D'Azeglio, 42, Torino",via Carlo Alberto 10 Torino,1.71
"Via Antonio Rosmini, 4/a, Torino",via Carlo Alberto 10 Torino,2.35
"Via Nizza, 230, Torino",via Carlo Alberto 10 Torino,4.18
"Via Nizza, 52, Torino",via Carlo Alberto 10 Torino,2.18
"Corso Bramante, 88, Torino",via Carlo Alberto 10 Torino,3.06
"Corso Achille Mario Dogliotti, 14, Torino",via Carlo Alberto 10 Torino,3.14
"Corso Dogliotti, 38, Torino",via Carlo Alberto 10 Torino,3.3
"Via Cherasco, 11, Torino",via Carlo Alberto 10 Torino,3.37
"Via Cherasco, 15, Torino",via Carlo Alberto 10 Torino,3.41
"Via Genova, 3, Torino",via Carlo Alberto 10 Torino,3.14
"Via Santena, 5 bis, Torino",via Carlo Alberto 10 Torino,3.53
"Via Santena, 7, Torino",via Carlo Alberto 10 Torino,3.53
"Via Santena, 9, Torino",via Carlo Alberto 10 Torino,3.53
"Via Zuretti, 29, Torino",via Carlo Alberto 10 Torino,3.97
"Via Juvarra, 19, Torino",via Carlo Alberto 10 Torino,1.37
"Largo Polonia, 94, Torino",via Carlo Alberto 10 Torino,3.76
"Via Cherasco, 23, Torino",via Carlo Alberto 10 Torino,3.54
"Via Ventimiglia, 3, Torino",via Carlo Alberto 10 Torino,3.79
"Via Ventimiglia, 145, Torino",via Carlo Alberto 10 Torino,5.12
"Via Giulia di Barolo, 3/a, Torino",via Carlo Alberto 10 Torino,0.78
"Via dell'Arsenale, 22, Torino",via Carlo Alberto 10 Torino,0.57
"Via Verdi, 10, Torino",via Carlo Alberto 10 Torino,0.36
"Via Carlo Alberto, 10, Torino",via Carlo Alberto 10 Torino,12.68
"Via Sant'Ottavio, 20, Torino",via Carlo Alberto 10 Torino,0.67
"Corso Galileo Ferraris, 29, Torino",via Carlo Alberto 10 Torino,2.19
"Via Verdi, 25, Torino",via Carlo Alberto 10 Torino,0.49
"Via Plana, 10, Torino",via Carlo Alberto 10 Torino,0.67
"Via XX Settembre, 83, Torino",via Carlo Alberto 10 Torino,0.55
"Regione Gonzole, 10, Orbassano",via Carlo Alberto 10 Torino,10.99
"Via Ventimiglia, 115, Torino",via Carlo Alberto 10 Torino,4.78
"Corso Unione Sovietica, 218 bis, Torino",via Carlo Alberto 10 Torino,4.27
"Via Filadelfia, 73, Torino",via Carlo Alberto 10 Torino,4.71
"Corso Massimo D'Azeglio, 15/b, Torino",via Carlo Alberto 10 Torino,2.09
"Via Pietro Giuria, 15, Torino",via Carlo Alberto 10 Torino,2.08
"Via Michelangelo, 25, Torino",via Carlo Alberto 10 Torino,8.08
"Via Sant'Ottavio, 54, Torino",via Carlo Alberto 10 Torino,0.99
"Corso Regina Margherita, 60, Torino","via Accademia Albertina, 13, Torino",1.07
"Corso S.Maurizio 31/a, Torino","via Accademia Albertina, 13, Torino",0.79
"Lungo Dora Siena, 100, Torino","via Accademia Albertina, 13, Torino",1.27
"Largo Paolo Braccini, 2, Grugliasco","via Accademia Albertina, 13, Torino",7.59
"Via Quarello, 15/A, Torino","via Accademia Albertina, 13, Torino",7.73
"Via Po, 30, Torino","via Accademia Albertina, 13, Torino",0.33
"Via XX Settembre, 15, Torino","via Accademia Albertina, 13, Torino",0.71
"Piazza Castello, 9, Torino","via Accademia Albertina, 13, Torino",0.53
"Via Nizza, 262, Torino","via Accademia Albertina, 13, Torino",4.05
"Via San Giacomo, 2, Beinasco","via Accademia Albertina, 13, Torino",8.31
"Via Sant'Ottavio, 18, Torino","via Accademia Albertina, 13, Torino",0.52
"Corso Massimo D'Azeglio, 50, Torino","via Accademia Albertina, 13, Torino",1.78
"Corso Massimo D'Azeglio, 52, Torino","via Accademia Albertina, 13, Torino",1.86
"Corso Raffaello, 30, Torino","via Accademia Albertina, 13, Torino",1.74
"Via Pietro Giuria, 7, Torino","via Accademia Albertina, 13, Torino",1.64
"Via Pietro Giuria, 1, Torino","via Accademia Albertina, 13, Torino",1.56
"Via Pessinetto, 12, Torino","via Accademia Albertina, 13, Torino",3.58
"Via Michelangelo, 27, Torino","via Accademia Albertina, 13, Torino",1.8
"Via Valperga Caluso, 35, Torino","via Accademia Albertina, 13, Torino",1.51
"Viale Pier Andrea Mattioli, 25, Torino","via Accademia Albertina, 13, Torino",1.13
"Via Pietro Giuria, 9, Torino","via Accademia Albertina, 13, Torino",1.67
"Via Gabriele Chiabrera, 27, Torino","via Accademia Albertina, 13, Torino",2.34
"Via Po, 18, Torino","via Accademia Albertina, 13, Torino",0.36
"Corso Regina Margherita, 211, Torino","via Accademia Albertina, 13, Torino",2.79
"Via Montebello, 28 bis, Torino","via Accademia Albertina, 13, Torino",0.78
"Corso Massimo D'Azeglio, 42, Torino","via Accademia Albertina, 13, Torino",1.47
